Lower layer Super Output Areas Code,Lower layer Super Output Areas,Household deprivation (6 categories) Code,Household deprivation (6 categories),Observation
E01011616,Leeds 072A,1,Household is not deprived in any dimension,236
E01011616,Leeds 072A,2,Household is deprived in one dimension,252
E01011616,Leeds 072A,3,Household is deprived in two dimensions,135
E01011616,Leeds 072A,4,Household is deprived in three dimensions,73
E01011616,Leeds 072A,5,Household is deprived in four dimensions,0
E01011617,Leeds 070B,-8,Does not apply,0
E01011617,Leeds 070B,1,Household is not deprived in any dimension,223
E01011617,Leeds 070B,2,Household is deprived in one dimension,241
E01011617,Leeds 070B,3,Household is deprived in two dimensions,141
E01011617,Leeds 070B,4,Household is deprived in three dimensions,71
E01011617,Leeds 070B,5,Household is deprived in four dimensions,8
E01011618,Leeds 070C,-8,Does not apply,0
E01011618,Leeds 070C,1,Household is not deprived in any dimension,230
E01011618,Leeds 070C,2,Household is deprived in one dimension,286
E01011618,Leeds 070C,3,Household is deprived in two dimensions,134
E01011618,Leeds 070C,4,Household is deprived in three dimensions,54
E01011618,Leeds 070C,5,Household is deprived in four dimensions,7
E01011620,Leeds 072B,-8,Does not apply,0
E01011620,Leeds 072B,1,Household is not deprived in any dimension,164
E01011620,Leeds 072B,2,Household is deprived in one dimension,179
E01011620,Leeds 072B,3,Household is deprived in two dimensions,113
E01011620,Leeds 072B,4,Household is deprived in three dimensions,35
E01011620,Leeds 072B,5,Household is deprived in four dimensions,4
E01011621,Leeds 070D,-8,Does not apply,0
E01011621,Leeds 070D,1,Household is not deprived in any dimension,211
E01011621,Leeds 070D,2,Household is deprived in one dimension,196
E01011621,Leeds 070D,3,Household is deprived in two dimensions,126
E01011621,Leeds 070D,4,Household is deprived in three dimensions,57
E01011621,Leeds 070D,5,Household is deprived in four dimensions,4
E01011622,Leeds 072C,-8,Does not apply,0
E01011622,Leeds 072C,1,Household is not deprived in any dimension,262
E01011622,Leeds 072C,2,Household is deprived in one dimension,228
E01011622,Leeds 072C,3,Household is deprived in two dimensions,135
E01011622,Leeds 072C,4,Household is deprived in three dimensions,74
E01011622,Leeds 072C,5,Household is deprived in four dimensions,5
E01011623,Leeds 075B,-8,Does not apply,0
E01011623,Leeds 075B,1,Household is not deprived in any dimension,192
E01011623,Leeds 075B,2,Household is deprived in one dimension,270
E01011623,Leeds 075B,3,Household is deprived in two dimensions,167
E01011623,Leeds 075B,4,Household is deprived in three dimensions,64
E01011623,Leeds 075B,5,Household is deprived in four dimensions,8
E01011624,Leeds 072D,-8,Does not apply,0
E01011624,Leeds 072D,1,Household is not deprived in any dimension,235
E01011624,Leeds 072D,2,Household is deprived in one dimension,263
E01011624,Leeds 072D,3,Household is deprived in two dimensions,174
E01011624,Leeds 072D,4,Household is deprived in three dimensions,50
E01011624,Leeds 072D,5,Household is deprived in four dimensions,2
E01011625,Leeds 075C,-8,Does not apply,0
E01011625,Leeds 075C,1,Household is not deprived in any dimension,255
E01011625,Leeds 075C,2,Household is deprived in one dimension,271
E01011625,Leeds 075C,3,Household is deprived in two dimensions,152
E01011625,Leeds 075C,4,Household is deprived in three dimensions,52
E01011625,Leeds 075C,5,Household is deprived in four dimensions,5
E01011626,Leeds 075D,-8,Does not apply,0
E01011626,Leeds 075D,1,Household is not deprived in any dimension,417
E01011626,Leeds 075D,2,Household is deprived in one dimension,473
E01011626,Leeds 075D,3,Household is deprived in two dimensions,223
E01011626,Leeds 075D,4,Household is deprived in three dimensions,49
E01011626,Leeds 075D,5,Household is deprived in four dimensions,6
E01011627,Leeds 098A,-8,Does not apply,0
E01011627,Leeds 098A,1,Household is not deprived in any dimension,240
E01011627,Leeds 098A,2,Household is deprived in one dimension,202
E01011627,Leeds 098A,3,Household is deprived in two dimensions,115
E01011627,Leeds 098A,4,Household is deprived in three dimensions,27
E01011627,Leeds 098A,5,Household is deprived in four dimensions,2
E01011628,Leeds 098B,-8,Does not apply,0
E01011628,Leeds 098B,1,Household is not deprived in any dimension,285
E01011628,Leeds 098B,2,Household is deprived in one dimension,222
E01011628,Leeds 098B,3,Household is deprived in two dimensions,69
E01011628,Leeds 098B,4,Household is deprived in three dimensions,7
E01011628,Leeds 098B,5,Household is deprived in four dimensions,0
E01011629,Leeds 098C,-8,Does not apply,0
E01011629,Leeds 098C,1,Household is not deprived in any dimension,279
E01011629,Leeds 098C,2,Household is deprived in one dimension,202
E01011629,Leeds 098C,3,Household is deprived in two dimensions,112
E01011629,Leeds 098C,4,Household is deprived in three dimensions,28
E01011629,Leeds 098C,5,Household is deprived in four dimensions,1
E01011630,Leeds 100B,-8,Does not apply,0
E01011630,Leeds 100B,1,Household is not deprived in any dimension,518
E01011630,Leeds 100B,2,Household is deprived in one dimension,268
E01011630,Leeds 100B,3,Household is deprived in two dimensions,82
E01011630,Leeds 100B,4,Household is deprived in three dimensions,23
E01011630,Leeds 100B,5,Household is deprived in four dimensions,1
E01011632,Leeds 098D,-8,Does not apply,0
E01011632,Leeds 098D,1,Household is not deprived in any dimension,227
E01011632,Leeds 098D,2,Household is deprived in one dimension,199
E01011632,Leeds 098D,3,Household is deprived in two dimensions,134
E01011632,Leeds 098D,4,Household is deprived in three dimensions,35
E01011632,Leeds 098D,5,Household is deprived in four dimensions,4
E01011633,Leeds 098E,-8,Does not apply,0
E01011633,Leeds 098E,1,Household is not deprived in any dimension,334
E01011633,Leeds 098E,2,Household is deprived in one dimension,194
E01011633,Leeds 098E,3,Household is deprived in two dimensions,94
E01011633,Leeds 098E,4,Household is deprived in three dimensions,19
E01011633,Leeds 098E,5,Household is deprived in four dimensions,2
E01011634,Leeds 100C,-8,Does not apply,0
E01011634,Leeds 100C,1,Household is not deprived in any dimension,303
E01011634,Leeds 100C,2,Household is deprived in one dimension,235
E01011634,Leeds 100C,3,Household is deprived in two dimensions,116
E01011634,Leeds 100C,4,Household is deprived in three dimensions,23
E01011634,Leeds 100C,5,Household is deprived in four dimensions,1
E01011635,Leeds 097B,-8,Does not apply,0
E01011635,Leeds 097B,1,Household is not deprived in any dimension,456
E01011635,Leeds 097B,2,Household is deprived in one dimension,224
E01011635,Leeds 097B,3,Household is deprived in two dimensions,79
E01011635,Leeds 097B,4,Household is deprived in three dimensions,13
E01011635,Leeds 097B,5,Household is deprived in four dimensions,0
E01011636,Leeds 100D,-8,Does not apply,0
E01011636,Leeds 100D,1,Household is not deprived in any dimension,442
E01011636,Leeds 100D,2,Household is deprived in one dimension,292
E01011636,Leeds 100D,3,Household is deprived in two dimensions,90
E01011636,Leeds 100D,4,Household is deprived in three dimensions,15
E01011636,Leeds 100D,5,Household is deprived in four dimensions,0
E01011637,Leeds 097C,-8,Does not apply,0
E01011637,Leeds 097C,1,Household is not deprived in any dimension,390
E01011637,Leeds 097C,2,Household is deprived in one dimension,224
E01011637,Leeds 097C,3,Household is deprived in two dimensions,81
E01011637,Leeds 097C,4,Household is deprived in three dimensions,30
E01011637,Leeds 097C,5,Household is deprived in four dimensions,1
E01011638,Leeds 097D,-8,Does not apply,0
E01011638,Leeds 097D,1,Household is not deprived in any dimension,331
E01011638,Leeds 097D,2,Household is deprived in one dimension,192
E01011638,Leeds 097D,3,Household is deprived in two dimensions,85
E01011638,Leeds 097D,4,Household is deprived in three dimensions,15
E01011638,Leeds 097D,5,Household is deprived in four dimensions,1
E01011639,Leeds 100E,-8,Does not apply,0
E01011639,Leeds 100E,1,Household is not deprived in any dimension,257
E01011639,Leeds 100E,2,Household is deprived in one dimension,218
E01011639,Leeds 100E,3,Household is deprived in two dimensions,120
E01011639,Leeds 100E,4,Household is deprived in three dimensions,43
E01011639,Leeds 100E,5,Household is deprived in four dimensions,2
E01011641,Leeds 032B,-8,Does not apply,0
E01011641,Leeds 032B,1,Household is not deprived in any dimension,420
E01011641,Leeds 032B,2,Household is deprived in one dimension,146
E01011641,Leeds 032B,3,Household is deprived in two dimensions,43
E01011641,Leeds 032B,4,Household is deprived in three dimensions,7
E01011641,Leeds 032B,5,Household is deprived in four dimensions,0
E01011642,Leeds 032C,-8,Does not apply,0
E01011642,Leeds 032C,1,Household is not deprived in any dimension,304
E01011642,Leeds 032C,2,Household is deprived in one dimension,138
E01011642,Leeds 032C,3,Household is deprived in two dimensions,45
E01011642,Leeds 032C,4,Household is deprived in three dimensions,4
E01011642,Leeds 032C,5,Household is deprived in four dimensions,1
E01011643,Leeds 037A,-8,Does not apply,0
E01011643,Leeds 037A,1,Household is not deprived in any dimension,382
E01011643,Leeds 037A,2,Household is deprived in one dimension,183
E01011643,Leeds 037A,3,Household is deprived in two dimensions,58
E01011643,Leeds 037A,4,Household is deprived in three dimensions,13
E01011643,Leeds 037A,5,Household is deprived in four dimensions,0
E01011644,Leeds 037B,-8,Does not apply,0
E01011644,Leeds 037B,1,Household is not deprived in any dimension,288
E01011644,Leeds 037B,2,Household is deprived in one dimension,186
E01011644,Leeds 037B,3,Household is deprived in two dimensions,53
E01011644,Leeds 037B,4,Household is deprived in three dimensions,25
E01011644,Leeds 037B,5,Household is deprived in four dimensions,5
E01011645,Leeds 032D,-8,Does not apply,0
E01011645,Leeds 032D,1,Household is not deprived in any dimension,370
E01011645,Leeds 032D,2,Household is deprived in one dimension,179
E01011645,Leeds 032D,3,Household is deprived in two dimensions,46
E01011645,Leeds 032D,4,Household is deprived in three dimensions,19
E01011645,Leeds 032D,5,Household is deprived in four dimensions,2
E01011646,Leeds 037C,-8,Does not apply,0
E01011646,Leeds 037C,1,Household is not deprived in any dimension,356
E01011646,Leeds 037C,2,Household is deprived in one dimension,200
E01011646,Leeds 037C,3,Household is deprived in two dimensions,78
E01011646,Leeds 037C,4,Household is deprived in three dimensions,17
E01011646,Leeds 037C,5,Household is deprived in four dimensions,0
E01011647,Leeds 037D,-8,Does not apply,0
E01011647,Leeds 037D,1,Household is not deprived in any dimension,236
E01011647,Leeds 037D,2,Household is deprived in one dimension,198
E01011647,Leeds 037D,3,Household is deprived in two dimensions,82
E01011647,Leeds 037D,4,Household is deprived in three dimensions,24
E01011647,Leeds 037D,5,Household is deprived in four dimensions,3
E01011648,Leeds 037E,-8,Does not apply,0
E01011648,Leeds 037E,1,Household is not deprived in any dimension,292
E01011648,Leeds 037E,2,Household is deprived in one dimension,192
E01011648,Leeds 037E,3,Household is deprived in two dimensions,82
E01011648,Leeds 037E,4,Household is deprived in three dimensions,12
E01011648,Leeds 037E,5,Household is deprived in four dimensions,0
E01011649,Leeds 022B,-8,Does not apply,0
E01011649,Leeds 022B,1,Household is not deprived in any dimension,424
E01011649,Leeds 022B,2,Household is deprived in one dimension,195
E01011649,Leeds 022B,3,Household is deprived in two dimensions,33
E01011649,Leeds 022B,4,Household is deprived in three dimensions,5
E01011649,Leeds 022B,5,Household is deprived in four dimensions,0
E01011650,Leeds 020A,-8,Does not apply,0
E01011650,Leeds 020A,1,Household is not deprived in any dimension,381
E01011650,Leeds 020A,2,Household is deprived in one dimension,169
E01011650,Leeds 020A,3,Household is deprived in two dimensions,42
E01011650,Leeds 020A,4,Household is deprived in three dimensions,9
E01011650,Leeds 020A,5,Household is deprived in four dimensions,2
E01011651,Leeds 020B,-8,Does not apply,0
E01011651,Leeds 020B,1,Household is not deprived in any dimension,374
E01011651,Leeds 020B,2,Household is deprived in one dimension,183
E01011651,Leeds 020B,3,Household is deprived in two dimensions,60
E01011651,Leeds 020B,4,Household is deprived in three dimensions,21
E01011651,Leeds 020B,5,Household is deprived in four dimensions,0
E01011652,Leeds 024C,-8,Does not apply,0
E01011652,Leeds 024C,1,Household is not deprived in any dimension,357
E01011652,Leeds 024C,2,Household is deprived in one dimension,163
E01011652,Leeds 024C,3,Household is deprived in two dimensions,37
E01011652,Leeds 024C,4,Household is deprived in three dimensions,6
E01011652,Leeds 024C,5,Household is deprived in four dimensions,0
E01011653,Leeds 020C,-8,Does not apply,0
E01011653,Leeds 020C,1,Household is not deprived in any dimension,383
E01011653,Leeds 020C,2,Household is deprived in one dimension,193
E01011653,Leeds 020C,3,Household is deprived in two dimensions,45
E01011653,Leeds 020C,4,Household is deprived in three dimensions,10
E01011653,Leeds 020C,5,Household is deprived in four dimensions,2
E01011654,Leeds 024D,-8,Does not apply,0
E01011654,Leeds 024D,1,Household is not deprived in any dimension,365
E01011654,Leeds 024D,2,Household is deprived in one dimension,148
E01011654,Leeds 024D,3,Household is deprived in two dimensions,19
E01011654,Leeds 024D,4,Household is deprived in three dimensions,2
E01011654,Leeds 024D,5,Household is deprived in four dimensions,0
E01011655,Leeds 020D,-8,Does not apply,0
E01011655,Leeds 020D,1,Household is not deprived in any dimension,446
E01011655,Leeds 020D,2,Household is deprived in one dimension,213
E01011655,Leeds 020D,3,Household is deprived in two dimensions,60
E01011655,Leeds 020D,4,Household is deprived in three dimensions,5
E01011655,Leeds 020D,5,Household is deprived in four dimensions,0
E01011656,Leeds 035A,-8,Does not apply,0
E01011656,Leeds 035A,1,Household is not deprived in any dimension,219
E01011656,Leeds 035A,2,Household is deprived in one dimension,218
E01011656,Leeds 035A,3,Household is deprived in two dimensions,115
E01011656,Leeds 035A,4,Household is deprived in three dimensions,83
E01011656,Leeds 035A,5,Household is deprived in four dimensions,4
E01011657,Leeds 035B,-8,Does not apply,0
E01011657,Leeds 035B,1,Household is not deprived in any dimension,196
E01011657,Leeds 035B,2,Household is deprived in one dimension,193
E01011657,Leeds 035B,3,Household is deprived in two dimensions,148
E01011657,Leeds 035B,4,Household is deprived in three dimensions,65
E01011657,Leeds 035B,5,Household is deprived in four dimensions,6
